microchip;species;sex;size;potentDangerous;neighborhood
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
